Points,50m,55m,60m,50mH,55mH,60mH,200m,300m,400m,500m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,3000m,2 Miles,5000m,HJ,PV,LJ,TJ,SP,Hept.,Pent.
914,6.11,,7.94,7.18,,9.15,25.91,41.77,58.75,1:17.47,1:46.80,4:01.16,1:37.62,2:17.59,2:58.17,4:41.23,5:04.07,6:26.91,10:05.94,10:52.03,17:27.44,2.0,3.85,5.61,12.0,15.29,4925.0,3784.0
913,6.84,,7.05,7.79,8.48,,25.92,41.79,58.78,1:17.51,1:46.86,4:01.30,1:37.67,2:17.66,2:58.26,4:41.37,5:04.22,6:27.11,10:06.27,10:52.38,17:28.01,,4.7,6.96,11.99,15.28,4920.0,3780.0
912,,6.6,,,7.84,9.16,25.94,41.81,58.81,1:17.55,1:46.92,4:01.43,1:37.72,2:17.73,2:58.35,4:41.51,5:04.37,6:27.31,10:06.60,10:52.74,17:28.59,,,5.6,11.98,15.26,4915.0,3776.0
911,,7.41,7.95,7.8,,,25.95,41.83,58.84,1:17.59,1:46.98,4:01.56,1:37.77,2:17.79,2:58.44,4:41.65,5:04.53,6:27.51,10:06.92,10:53.09,17:29.17,,3.84,6.95,11.97,15.24,4910.0,3772.0
910,6.85,,,7.19,8.49,,25.96,41.85,58.87,1:17.63,1:47.03,4:01.69,1:37.82,2:17.86,2:58.52,4:41.80,5:04.68,6:27.71,10:07.25,10:53.44,17:29.74,,4.69,5.59,11.96,15.23,4906.0,3769.0
909,,,,,7.85,9.17,25.97,41.87,58.9,1:17.67,1:47.09,4:01.83,1:37.87,2:17.93,2:58.61,4:41.94,5:04.84,6:27.91,10:07.57,10:53.79,17:30.32,,,6.94,11.95,15.21,4901.0,3765.0
908,6.12,7.42,7.96,7.81,8.5,,25.98,41.89,58.93,1:17.71,1:47.15,4:01.96,1:37.92,2:18.00,2:58.70,4:42.08,5:04.99,6:28.11,10:07.90,10:54.15,17:30.90,,3.83,5.58,11.94,15.2,4896.0,3761.0
907,,,,7.2,,9.18,25.99,41.91,58.95,1:17.75,1:47.21,4:02.09,1:37.97,2:18.07,2:58.79,4:42.22,5:05.14,6:28.31,10:08.22,10:54.50,17:31.48,1.68,,6.93,11.93,15.18,4891.0,3757.0
906,6.86,6.61,,7.82,8.51,8.44,26.01,41.93,58.98,1:17.79,1:47.26,4:02.23,1:38.02,2:18.14,2:58.88,4:42.36,5:05.30,6:28.52,10:08.55,10:54.86,17:32.05,,,5.57,11.92,15.16,4886.0,3753.0
905,,7.43,7.97,,,9.19,26.02,41.95,59.01,1:17.83,1:47.32,4:02.36,1:38.08,2:18.21,2:58.97,4:42.51,5:05.45,6:28.72,10:08.88,10:55.21,17:32.63,1.99,3.82,6.92,11.91,15.15,4881.0,3750.0
904,,,,,8.52,,26.03,41.97,59.04,1:17.87,1:47.38,4:02.49,1:38.13,2:18.28,2:59.06,4:42.65,5:05.61,6:28.92,10:09.20,10:55.56,17:33.21,,,,11.9,15.13,4876.0,3746.0
903,6.87,,7.07,7.83,7.87,9.2,26.04,41.99,59.07,1:17.91,1:47.44,4:02.63,1:38.18,2:18.35,2:59.15,4:42.79,5:05.76,6:29.12,10:09.53,10:55.92,17:33.79,,,5.56,11.89,15.12,4871.0,3742.0
902,6.13,7.44,7.98,,8.53,,26.05,42.01,59.1,1:17.95,1:47.50,4:02.76,1:38.23,2:18.42,2:59.24,4:42.93,5:05.92,6:29.32,10:09.86,10:56.27,17:34.37,,3.81,,11.88,15.1,4866.0,3738.0
901,,6.62,,7.84,,9.21,26.07,42.03,59.13,1:17.99,1:47.55,4:02.90,1:38.28,2:18.49,2:59.33,4:43.08,5:06.07,6:29.52,10:10.18,10:56.63,17:34.95,,,5.55,11.87,15.08,4861.0,3734.0
900,6.88,,,7.22,,,26.08,42.05,59.16,1:18.03,1:47.61,4:03.03,1:38.33,2:18.56,2:59.42,4:43.22,5:06.23,6:29.72,10:10.51,10:56.98,17:35.53,,4.65,,11.86,15.07,4856.0,3731.0
899,,7.45,7.99,7.85,8.54,9.22,26.09,42.07,59.19,1:18.07,1:47.67,4:03.16,1:38.38,2:18.63,2:59.51,4:43.36,5:06.38,6:29.92,10:10.84,10:57.34,17:36.11,,,5.54,11.85,15.05,4851.0,3727.0
898,,,7.08,,,8.47,26.1,42.09,59.22,1:18.11,1:47.73,4:03.30,1:38.43,2:18.70,2:59.60,4:43.50,5:06.54,6:30.12,10:11.17,10:57.69,17:36.69,,3.8,,11.84,15.04,4847.0,3723.0
897,6.14,,,,8.55,9.23,26.11,42.12,59.25,1:18.15,1:47.79,4:03.43,1:38.48,2:18.77,2:59.68,4:43.65,5:06.69,6:30.33,10:11.50,10:58.05,17:37.27,1.67,4.64,5.53,11.83,15.02,4842.0,3719.0
896,6.89,7.46,8.0,7.86,7.89,,26.13,42.14,59.28,1:18.19,1:47.84,4:03.57,1:38.54,2:18.84,2:59.77,4:43.79,5:06.85,6:30.53,10:11.82,10:58.41,17:37.85,,,6.88,11.82,15.0,4837.0,3715.0
895,,,,,8.56,9.24,26.14,42.16,59.31,1:18.23,1:47.90,4:03.70,1:38.59,2:18.91,2:59.86,4:43.93,5:07.01,6:30.73,10:12.15,10:58.76,17:38.43,,3.79,5.52,11.81,14.99,4832.0,3712.0
894,,,7.09,7.87,,,26.15,42.18,59.34,1:18.27,1:47.96,4:03.83,1:38.64,2:18.98,2:59.95,4:44.08,5:07.16,6:30.93,10:12.48,10:59.12,17:39.02,,4.63,6.87,11.8,14.97,4827.0,3708.0
893,6.9,7.47,8.01,7.24,8.57,9.25,26.16,42.2,59.37,1:18.31,1:48.02,4:03.97,1:38.69,2:19.05,3:00.04,4:44.22,5:07.32,6:31.13,10:12.81,10:59.47,17:39.60,,,5.51,11.79,14.96,4822.0,3704.0
892,,,,,,8.49,26.17,42.22,59.4,1:18.35,1:48.08,4:04.10,1:38.74,2:19.12,3:00.13,4:44.36,5:07.47,6:31.34,10:13.14,10:59.83,17:40.18,,3.78,6.86,11.78,14.94,4817.0,3700.0
891,6.15,,,7.88,8.58,9.26,26.18,42.24,59.42,1:18.40,1:48.13,4:04.24,1:38.79,2:19.19,3:00.22,4:44.51,5:07.63,6:31.54,10:13.47,11:00.19,17:40.76,,4.62,5.5,11.77,14.92,4812.0,3696.0
890,,6.64,8.02,,,,26.2,42.26,59.45,1:18.44,1:48.19,4:04.37,1:38.84,2:19.26,3:00.31,4:44.65,5:07.78,6:31.74,10:13.80,11:00.55,17:41.35,,,6.85,11.76,14.91,4807.0,3693.0
889,6.91,7.48,7.1,7.89,8.59,9.27,26.21,42.28,59.48,1:18.48,1:48.25,4:04.51,1:38.89,2:19.33,3:00.40,4:44.79,5:07.94,6:31.94,10:14.13,11:00.90,17:41.93,,3.77,,11.75,14.89,4802.0,3689.0
888,,,,,,,26.22,42.3,59.51,1:18.52,1:48.31,4:04.64,1:38.95,2:19.40,3:00.49,4:44.94,5:08.10,6:32.15,10:14.45,11:01.26,17:42.52,1.66,,5.49,11.74,14.87,4797.0,3685.0
887,,,8.03,7.9,,9.28,26.23,42.32,59.54,1:18.56,1:48.37,4:04.78,1:39.00,2:19.47,3:00.58,4:45.08,5:08.25,6:32.35,10:14.78,11:01.62,17:43.10,,,,11.73,14.86,4792.0,3681.0
886,6.92,7.49,,7.26,8.6,8.51,26.24,42.34,59.57,1:18.60,1:48.43,4:04.91,1:39.05,2:19.54,3:00.67,4:45.22,5:08.41,6:32.55,10:15.11,11:01.98,17:43.68,,3.76,5.48,11.72,14.84,4787.0,3677.0
885,6.16,6.65,,,,9.29,26.26,42.36,59.6,1:18.64,1:48.49,4:05.05,1:39.10,2:19.61,3:00.76,4:45.37,5:08.57,6:32.76,10:15.44,11:02.33,17:44.27,,,,11.71,14.83,4783.0,3674.0
884,,,8.04,7.91,8.61,,26.27,42.38,59.63,1:18.68,1:48.54,4:05.18,1:39.15,2:19.68,3:00.85,4:45.51,5:08.72,6:32.96,10:15.78,11:02.69,17:44.85,,,5.47,11.7,14.81,4778.0,3670.0
883,,7.5,,,7.93,9.3,26.28,42.4,59.66,1:18.72,1:48.60,4:05.32,1:39.20,2:19.75,3:00.94,4:45.66,5:08.88,6:33.16,10:16.11,11:03.05,17:45.44,,3.75,,11.69,14.79,4773.0,3666.0
882,6.93,,,7.92,8.62,,26.29,42.42,59.69,1:18.76,1:48.66,4:05.45,1:39.26,2:19.82,3:01.03,4:45.80,5:09.04,6:33.36,10:16.44,11:03.41,17:46.03,,,5.46,11.68,14.78,4768.0,3662.0
881,,,8.05,,,9.31,26.3,42.45,59.72,1:18.80,1:48.72,4:05.59,1:39.31,2:19.89,3:01.12,4:45.94,5:09.19,6:33.57,10:16.77,11:03.77,17:46.61,,4.58,,11.67,14.76,4763.0,3658.0
880,,7.51,,,8.63,9.32,26.32,42.47,59.75,1:18.84,1:48.78,4:05.72,1:39.36,2:19.96,3:01.21,4:46.09,5:09.35,6:33.77,10:17.10,11:04.13,17:47.20,,3.74,5.45,11.66,14.75,4758.0,3655.0
879,6.94,,7.12,7.93,,,26.33,42.49,59.78,1:18.88,1:48.84,4:05.86,1:39.41,2:20.03,3:01.31,4:46.23,5:09.51,6:33.98,10:17.43,11:04.49,17:47.79,1.96,,6.8,11.65,14.73,4753.0,3651.0
878,,,8.06,,8.64,9.33,26.34,42.51,59.81,1:18.92,1:48.90,4:05.99,1:39.46,2:20.10,3:01.40,4:46.38,5:09.66,6:34.18,10:17.76,11:04.85,17:48.37,1.65,4.57,5.44,11.64,14.71,4748.0,3647.0
877,,7.52,,7.94,,8.54,26.35,42.53,59.84,1:18.96,1:48.95,4:06.13,1:39.51,2:20.17,3:01.49,4:46.52,5:09.82,6:34.38,10:18.09,11:05.21,17:48.96,,3.73,6.79,11.63,14.7,4743.0,3643.0
876,6.95,,,,8.65,9.34,26.36,42.55,59.87,1:19.00,1:49.01,4:06.26,1:39.57,2:20.24,3:01.58,4:46.67,5:09.98,6:34.59,10:18.42,11:05.57,17:49.55,,,,11.62,14.68,4738.0,3639.0
875,,,8.07,7.95,,,26.38,42.57,59.9,1:19.05,1:49.07,4:06.40,1:39.62,2:20.31,3:01.67,4:46.81,5:10.13,6:34.79,10:18.76,11:05.93,17:50.14,,4.56,5.43,11.61,14.67,4733.0,3636.0
874,,7.53,7.13,,,9.35,26.39,42.59,59.93,1:19.09,1:49.13,4:06.54,1:39.67,2:20.38,3:01.76,4:46.95,5:10.29,6:35.00,10:19.09,11:06.29,17:50.73,,3.72,,11.6,14.65,4728.0,3632.0
873,6.18,,,,8.66,,26.4,42.61,59.96,1:19.13,1:49.19,4:06.67,1:39.72,2:20.45,3:01.85,4:47.10,5:10.45,6:35.20,10:19.42,11:06.65,17:51.32,,4.55,5.42,11.59,14.63,4723.0,3628.0
872,6.96,,8.08,7.96,,9.36,26.41,42.63,59.99,1:19.17,1:49.25,4:06.81,1:39.77,2:20.53,3:01.94,4:47.24,5:10.61,6:35.40,10:19.75,11:07.01,17:51.90,,,,11.58,14.62,4718.0,3624.0
871,,7.54,,,8.67,8.56,26.43,42.65,1:00.02,1:19.21,1:49.31,4:06.94,1:39.83,2:20.60,3:02.03,4:47.39,5:10.76,6:35.61,10:20.09,11:07.37,17:52.49,,3.71,5.41,11.57,14.6,4714.0,3620.0
870,,,,7.97,7.97,9.37,26.44,42.67,1:00.05,1:19.25,1:49.37,4:07.08,1:39.88,2:20.67,3:02.12,4:47.53,5:10.92,6:35.81,10:20.42,11:07.73,17:53.08,1.95,4.54,,11.56,14.58,4709.0,3617.0
869,6.97,6.68,8.09,,8.68,8.57,26.45,42.7,1:00.08,1:19.29,1:49.43,4:07.22,1:39.93,2:20.74,3:02.21,4:47.68,5:11.08,6:36.02,10:20.75,11:08.09,17:53.67,,,5.4,11.55,14.57,4704.0,3613.0
868,,7.55,,7.98,,9.38,26.46,42.72,1:00.11,1:19.33,1:49.48,4:07.35,1:39.98,2:20.81,3:02.30,4:47.82,5:11.24,6:36.22,10:21.09,11:08.45,17:54.27,1.64,3.7,,11.54,14.55,4699.0,3609.0
867,6.19,,,,8.69,,26.47,42.74,1:00.14,1:19.37,1:49.54,4:07.49,1:40.03,2:20.88,3:02.39,4:47.97,5:11.40,6:36.43,10:21.42,11:08.81,17:54.86,,4.53,5.39,11.53,14.54,4694.0,3605.0
866,,,8.1,,,9.39,26.49,42.76,1:00.17,1:19.41,1:49.60,4:07.62,1:40.09,2:20.95,3:02.49,4:48.12,5:11.55,6:36.63,10:21.75,11:09.18,17:55.45,,,,11.52,14.52,4689.0,3601.0
865,6.98,,,7.99,8.7,,26.5,42.78,1:00.20,1:19.46,1:49.66,4:07.76,1:40.14,2:21.02,3:02.58,4:48.26,5:11.71,6:36.84,10:22.09,11:09.54,17:56.04,,3.69,5.38,11.51,14.5,4684.0,3598.0
864,,7.56,7.15,,,9.4,26.51,42.8,1:00.23,1:19.50,1:49.72,4:07.90,1:40.19,2:21.09,3:02.67,4:48.41,5:11.87,6:37.05,10:22.42,11:09.90,17:56.63,,,6.73,11.5,14.49,4679.0,3594.0
863,,,8.11,8.0,8.71,8.59,26.52,42.82,1:00.26,1:19.54,1:49.78,4:08.03,1:40.24,2:21.16,3:02.76,4:48.55,5:12.03,6:37.25,10:22.76,11:10.26,17:57.22,,,5.37,11.49,14.47,4674.0,3590.0
862,6.99,,,,,9.41,26.53,42.84,1:00.29,1:19.58,1:49.84,4:08.17,1:40.29,2:21.24,3:02.85,4:48.70,5:12.19,6:37.46,10:23.09,11:10.63,17:57.82,1.94,3.68,6.72,11.48,14.46,4669.0,3586.0
861,,7.57,,7.33,8.72,,26.55,42.86,1:00.32,1:19.62,1:49.90,4:08.31,1:40.35,2:21.31,3:02.94,4:48.84,5:12.35,6:37.66,10:23.43,11:10.99,17:58.41,,,,11.47,14.44,4664.0,3582.0
860,,,8.12,8.01,8.0,9.42,26.56,42.88,1:00.35,1:19.66,1:49.96,4:08.44,1:40.40,2:21.38,3:03.03,4:48.99,5:12.51,6:37.87,10:23.76,11:11.35,17:59.00,,,5.36,11.46,14.42,4659.0,3579.0
859,7.0,6.7,7.16,,,,26.57,42.9,1:00.38,1:19.70,1:50.02,4:08.58,1:40.45,2:21.45,3:03.13,4:49.14,5:12.66,6:38.07,10:24.10,11:11.72,17:59.60,1.63,3.67,,11.45,14.41,4654.0,3575.0
858,,7.58,,8.02,8.73,9.43,26.58,42.93,1:00.41,1:19.74,1:50.08,4:08.72,1:40.50,2:21.52,3:03.22,4:49.28,5:12.82,6:38.28,10:24.43,11:12.08,18:00.19,,,5.35,11.44,14.39,4649.0,3571.0
857,,,8.13,,8.01,8.61,26.6,42.95,1:00.44,1:19.78,1:50.14,4:08.86,1:40.56,2:21.59,3:03.31,4:49.43,5:12.98,6:38.49,10:24.77,11:12.44,18:00.79,,4.49,,11.43,14.38,4644.0,3567.0
856,6.21,,,8.03,8.74,9.44,26.61,42.97,1:00.47,1:19.83,1:50.20,4:08.99,1:40.61,2:21.66,3:03.40,4:49.57,5:13.14,6:38.69,10:25.10,11:12.81,18:01.38,,3.66,5.34,11.42,14.36,4640.0,3563.0
855,7.01,7.59,8.14,,,,26.62,42.99,1:00.50,1:19.87,1:50.25,4:09.13,1:40.66,2:21.73,3:03.49,4:49.72,5:13.30,6:38.90,10:25.44,11:13.17,18:01.98,,,,11.41,14.34,4635.0,3560.0
854,,6.71,7.17,7.35,8.75,9.45,26.63,43.01,1:00.53,1:19.91,1:50.31,4:09.27,1:40.71,2:21.81,3:03.58,4:49.87,5:13.46,6:39.11,10:25.77,11:13.54,18:02.57,,4.48,5.33,11.4,14.33,4630.0,3556.0
853,,,,8.04,,,26.64,43.03,1:00.56,1:19.95,1:50.37,4:09.41,1:40.77,2:21.88,3:03.68,4:50.01,5:13.62,6:39.31,10:26.11,11:13.90,18:03.17,1.93,3.65,,11.39,14.31,4625.0,3552.0
852,7.02,7.6,8.15,,8.76,9.46,26.66,43.05,1:00.59,1:19.99,1:50.43,4:09.54,1:40.82,2:21.95,3:03.77,4:50.16,5:13.78,6:39.52,10:26.45,11:14.27,18:03.76,,,5.32,11.38,14.29,4620.0,3548.0
851,,,,8.05,8.03,8.63,26.67,43.07,1:00.62,1:20.03,1:50.49,4:09.68,1:40.87,2:22.02,3:03.86,4:50.31,5:13.94,6:39.73,10:26.78,11:14.63,18:04.36,,4.47,,11.37,14.28,4615.0,3544.0
850,6.22,,,,8.77,9.47,26.68,43.09,1:00.65,1:20.07,1:50.55,4:09.82,1:40.92,2:22.09,3:03.95,4:50.45,5:14.10,6:39.93,10:27.12,11:15.00,18:04.96,,3.64,5.31,11.36,14.26,4610.0,3541.0
849,7.03,7.61,8.16,8.06,,,26.69,43.12,1:00.68,1:20.12,1:50.61,4:09.96,1:40.98,2:22.16,3:04.04,4:50.60,5:14.26,6:40.14,10:27.46,11:15.36,18:05.55,1.62,4.46,,11.35,14.25,4605.0,3537.0
848,,6.72,,7.37,8.78,9.48,26.71,43.14,1:00.71,1:20.16,1:50.67,4:10.09,1:41.03,2:22.24,3:04.14,4:50.75,5:14.42,6:40.35,10:27.79,11:15.73,18:06.15,,,5.3,11.34,14.23,4600.0,3533.0
847,,,,,8.04,,26.72,43.16,1:00.74,1:20.20,1:50.73,4:10.23,1:41.08,2:22.31,3:04.23,4:50.89,5:14.58,6:40.56,10:28.13,11:16.09,18:06.75,,3.63,6.65,11.33,14.21,4595.0,3529.0
846,,7.62,8.17,8.07,8.79,9.49,26.73,43.18,1:00.77,1:20.24,1:50.79,4:10.37,1:41.13,2:22.38,3:04.32,4:51.04,5:14.74,6:40.76,10:28.47,11:16.46,18:07.35,,4.45,,11.32,14.2,4590.0,3525.0
845,7.04,,7.19,,,,26.74,43.2,1:00.80,1:20.28,1:50.85,4:10.51,1:41.19,2:22.45,3:04.41,4:51.19,5:14.90,6:40.97,10:28.81,11:16.83,18:07.95,,,5.29,11.31,14.18,4585.0,3521.0
844,,,,8.08,8.8,9.5,26.75,43.22,1:00.83,1:20.32,1:50.91,4:10.65,1:41.24,2:22.52,3:04.50,4:51.34,5:15.06,6:41.18,10:29.15,11:17.19,18:08.55,1.92,3.62,,11.3,14.17,4580.0,3518.0
843,,7.63,8.18,,,8.66,26.77,43.24,1:00.86,1:20.36,1:50.97,4:10.78,1:41.29,2:22.60,3:04.60,4:51.48,5:15.22,6:41.39,10:29.48,11:17.56,18:09.14,,4.44,5.28,11.29,14.15,4575.0,3514.0
842,7.05,,,8.09,8.81,9.51,26.78,43.26,1:00.89,1:20.41,1:51.03,4:10.92,1:41.35,2:22.67,3:04.69,4:51.63,5:15.38,6:41.60,10:29.82,11:17.93,18:09.74,,,,11.28,14.13,4570.0,3510.0
841,,,,7.39,8.06,,26.79,43.28,1:00.92,1:20.45,1:51.09,4:11.06,1:41.40,2:22.74,3:04.78,4:51.78,5:15.54,6:41.80,10:30.16,11:18.29,18:10.34,,3.61,5.27,11.27,14.12,4565.0,3506.0
840,,7.64,8.19,,,9.52,26.8,43.31,1:00.95,1:20.49,1:51.15,4:11.20,1:41.45,2:22.81,3:04.87,4:51.93,5:15.70,6:42.01,10:30.50,11:18.66,18:10.95,1.61,,,11.26,14.1,4561.0,3502.0
839,7.06,,,8.1,8.82,,26.82,43.33,1:00.98,1:20.53,1:51.21,4:11.34,1:41.50,2:22.88,3:04.97,4:52.07,5:15.86,6:42.22,10:30.84,11:19.03,18:11.55,,,5.26,11.25,14.09,4556.0,3499.0
838,,6.74,,,8.07,9.53,26.83,43.35,1:01.01,1:20.57,1:51.27,4:11.48,1:41.56,2:22.96,3:05.06,4:52.22,5:16.02,6:42.43,10:31.18,11:19.40,18:12.15,,3.6,,11.24,14.07,4551.0,3495.0
837,,7.65,8.2,8.11,8.83,8.68,26.84,43.37,1:01.04,1:20.61,1:51.33,4:11.62,1:41.61,2:23.03,3:05.15,4:52.37,5:16.18,6:42.64,10:31.52,11:19.77,18:12.75,,,5.25,11.23,14.05,4546.0,3491.0
836,,,,,,9.54,26.85,43.39,1:01.07,1:20.66,1:51.39,4:11.75,1:41.66,2:23.10,3:05.25,4:52.52,5:16.34,6:42.85,10:31.86,11:20.13,18:13.35,1.91,,,11.22,14.04,4541.0,3487.0
835,7.07,,7.21,8.12,8.84,9.55,26.87,43.41,1:01.10,1:20.70,1:51.45,4:11.89,1:41.72,2:23.17,3:05.34,4:52.66,5:16.50,6:43.06,10:32.20,11:20.50,18:13.95,,3.59,5.24,11.21,14.02,4536.0,3483.0
834,,7.66,8.21,7.41,,8.69,26.88,43.43,1:01.13,1:20.74,1:51.51,4:12.03,1:41.77,2:23.25,3:05.43,4:52.81,5:16.66,6:43.27,10:32.54,11:20.87,18:14.56,,,,11.2,14.0,4531.0,3480.0
833,6.25,6.75,,,8.85,9.56,26.89,43.46,1:01.16,1:20.78,1:51.57,4:12.17,1:41.82,2:23.32,3:05.52,4:52.96,5:16.82,6:43.47,10:32.88,11:21.24,18:15.16,,4.4,5.23,11.19,13.99,4526.0,3476.0
832,7.08,,,8.13,,,26.9,43.48,1:01.19,1:20.82,1:51.63,4:12.31,1:41.88,2:23.39,3:05.62,4:53.11,5:16.99,6:43.68,10:33.22,11:21.61,18:15.76,,,,11.18,13.97,4521.0,3472.0
831,,7.67,8.22,7.42,8.86,9.57,26.91,43.5,1:01.23,1:20.87,1:51.69,4:12.45,1:41.93,2:23.46,3:05.71,4:53.26,5:17.15,6:43.89,10:33.56,11:21.98,18:16.37,,3.58,,11.17,13.96,4516.0,3468.0
830,,,7.22,8.14,,,26.93,43.52,1:01.26,1:20.91,1:51.75,4:12.59,1:41.98,2:23.54,3:05.80,4:53.41,5:17.31,6:44.10,10:33.90,11:22.35,18:16.97,1.6,4.39,5.22,11.16,13.94,4511.0,3464.0
829,7.09,,,,8.87,9.58,26.94,43.54,1:01.29,1:20.95,1:51.81,4:12.73,1:42.03,2:23.61,3:05.90,4:53.56,5:17.47,6:44.31,10:34.24,11:22.72,18:17.57,,,,11.15,13.92,4506.0,3460.0
828,6.26,7.68,8.23,8.15,8.1,,26.95,43.56,1:01.32,1:20.99,1:51.87,4:12.87,1:42.09,2:23.68,3:05.99,4:53.70,5:17.63,6:44.52,10:34.58,11:23.09,18:18.18,,3.57,5.21,11.14,13.91,4501.0,3457.0
827,,,,7.43,8.88,9.59,26.96,43.58,1:01.35,1:21.03,1:51.93,4:13.01,1:42.14,2:23.75,3:06.08,4:53.85,5:17.79,6:44.73,10:34.92,11:23.46,18:18.78,1.9,4.38,,11.13,13.89,4496.0,3453.0
826,,,8.24,,,8.72,26.98,43.6,1:01.38,1:21.07,1:52.00,4:13.15,1:42.19,2:23.83,3:06.18,4:54.00,5:17.96,6:44.94,10:35.27,11:23.83,18:19.39,,,5.2,11.12,13.88,4491.0,3449.0
825,7.1,7.69,,8.16,8.89,9.6,26.99,43.63,1:01.41,1:21.12,1:52.06,4:13.29,1:42.25,2:23.90,3:06.27,4:54.15,5:18.12,6:45.15,10:35.61,11:24.20,18:19.99,,3.56,,11.11,13.86,4486.0,3445.0
824,,,,7.44,,,27.0,43.65,1:01.44,1:21.16,1:52.12,4:13.43,1:42.30,2:23.97,3:06.36,4:54.30,5:18.28,6:45.36,10:35.95,11:24.57,18:20.60,,,5.19,11.1,13.84,4481.0,3441.0
823,,6.77,8.25,8.17,8.9,9.61,27.01,43.67,1:01.47,1:21.20,1:52.18,4:13.57,1:42.36,2:24.04,3:06.46,4:54.45,5:18.44,6:45.57,10:36.29,11:24.94,18:21.21,,,,11.09,13.83,4476.0,3438.0
822,7.11,7.7,,,8.12,,27.03,43.69,1:01.50,1:21.24,1:52.24,4:13.71,1:42.41,2:24.12,3:06.55,4:54.60,5:18.60,6:45.78,10:36.63,11:25.31,18:21.81,,3.55,5.18,11.08,13.81,4471.0,3434.0
821,,,7.24,8.18,8.91,9.62,27.04,43.71,1:01.53,1:21.29,1:52.30,4:13.85,1:42.46,2:24.19,3:06.64,4:54.75,5:18.77,6:46.00,10:36.98,11:25.69,18:22.42,,,,11.07,13.8,4467.0,3430.0
820,,,8.26,,,8.74,27.05,43.73,1:01.56,1:21.33,1:52.36,4:13.99,1:42.52,2:24.26,3:06.74,4:54.90,5:18.93,6:46.21,10:37.32,11:26.06,18:23.03,1.59,,5.17,11.06,13.78,4462.0,3426.0
819,7.12,7.71,,,8.92,9.63,27.06,43.76,1:01.59,1:21.37,1:52.42,4:14.13,1:42.57,2:24.34,3:06.83,4:55.05,5:19.09,6:46.42,10:37.66,11:26.43,18:23.64,,3.54,,11.05,13.76,4457.0,3422.0
818,,6.78,,8.19,,,27.08,43.78,1:01.62,1:21.41,1:52.48,4:14.27,1:42.62,2:24.41,3:06.92,4:55.20,5:19.25,6:46.63,10:38.01,11:26.80,18:24.25,1.89,,5.16,11.04,13.75,4452.0,3418.0
817,,,8.27,7.46,,9.64,27.09,43.8,1:01.65,1:21.45,1:52.54,4:14.41,1:42.68,2:24.48,3:07.02,4:55.35,5:19.42,6:46.84,10:38.35,11:27.18,18:24.86,,4.34,,11.03,13.73,4447.0,3415.0
816,6.28,7.72,7.25,8.2,8.93,,27.1,43.82,1:01.69,1:21.50,1:52.60,4:14.55,1:42.73,2:24.56,3:07.11,4:55.50,5:19.58,6:47.05,10:38.69,11:27.55,18:25.46,,3.53,6.5,11.02,13.71,4442.0,3411.0
815,7.13,,,,,9.65,27.11,43.84,1:01.72,1:21.54,1:52.66,4:14.69,1:42.78,2:24.63,3:07.21,4:55.64,5:19.74,6:47.26,10:39.04,11:27.92,18:26.07,,,5.15,11.01,13.7,4437.0,3407.0
814,,,8.28,8.21,8.94,,27.13,43.86,1:01.75,1:21.58,1:52.72,4:14.83,1:42.84,2:24.70,3:07.30,4:55.79,5:19.91,6:47.47,10:39.38,11:28.30,18:26.68,,4.33,6.49,11.0,13.68,4432.0,3403.0
813,,7.73,,,8.15,9.66,27.14,43.88,1:01.78,1:21.62,1:52.79,4:14.97,1:42.89,2:24.78,3:07.39,4:55.94,5:20.07,6:47.69,10:39.73,11:28.67,18:27.29,,3.52,5.14,10.99,13.67,4427.0,3399.0
812,7.14,6.79,,8.22,8.95,9.67,27.15,43.91,1:01.81,1:21.67,1:52.85,4:15.11,1:42.95,2:24.85,3:07.49,4:56.10,5:20.23,6:47.90,10:40.07,11:29.04,18:27.91,,,,10.98,13.65,4422.0,3396.0
811,6.29,,8.29,7.48,,,27.16,43.93,1:01.84,1:21.71,1:52.91,4:15.25,1:43.00,2:24.92,3:07.58,4:56.25,5:20.40,6:48.11,10:40.42,11:29.42,18:28.52,1.58,4.32,5.13,10.97,13.63,4417.0,3392.0
810,,7.74,,,8.96,9.68,27.18,43.95,1:01.87,1:21.75,1:52.97,4:15.39,1:43.05,2:25.00,3:07.68,4:56.40,5:20.56,6:48.32,10:40.76,11:29.79,18:29.13,1.88,3.51,,10.96,13.62,4412.0,3388.0
809,7.15,,8.3,8.23,8.16,8.78,27.19,43.97,1:01.90,1:21.79,1:53.03,4:15.54,1:43.11,2:25.07,3:07.77,4:56.55,5:20.72,6:48.54,10:41.11,11:30.17,18:29.74,,4.31,5.12,10.95,13.6,4407.0,3384.0
808,,,,,8.97,9.69,27.2,43.99,1:01.93,1:21.84,1:53.09,4:15.68,1:43.16,2:25.14,3:07.87,4:56.70,5:20.89,6:48.75,10:41.45,11:30.54,18:30.35,,,,10.94,13.59,4402.0,3380.0
807,,7.75,7.27,8.24,,,27.21,44.01,1:01.96,1:21.88,1:53.15,4:15.82,1:43.21,2:25.22,3:07.96,4:56.85,5:21.05,6:48.96,10:41.80,11:30.91,18:30.96,,3.5,5.11,10.93,13.57,4397.0,3376.0
